audio,caption
dataset/Wizkid_Ft_Wande_Coal_-_Ololufe.mp3,"romantic, love, afrobeats, male, collaboration"
dataset/Jack harlow ft big sean - Way out.MP3,"upbeat, energetic, confident, hip hop, rap, male, collaboration"
dataset/Terri - Danger.mp3,"energetic, powerful, Afrobeats, female, Nigeria, dance"
dataset/Don toliver ft lil durk and glorilla - Leave the club.MP3,"energetic, upbeat, hip hop, male, collaboration, club anthem"
dataset/Body (Radio Edit) Bayanni.mp3,"energetic, upbeat, pop, dance, male, fast tempo"
dataset/Akuchi - Loud.mp3,"energetic, powerful, afrobeat, male, upbeat"
dataset/EFYA -  NO MORE.mp3,"upbeat, energetic, Afrobeats, female, empowering, danceable"
dataset/Cheque LPD.mp3,"energetic,happy, Afrobeats, male, upbeat"
dataset/Tmighty - Morenikeji.MP3,"upbeat,happy, afrobeat, male, love,romantic"
dataset/Basketmouth-Koko-Ft-Laycon-Falz.mp3,"upbeat, energetic, lively, Afrobeat, male, collaboration"
dataset/Reekado Banks - Rora.mp3,"relaxing, upbeat, Afrobeat, male, Nigerian"
dataset/Daylight Harry Styles  Clean.mp3,"upbeat, cheerful, bright, pop, male, Harry Styles"
dataset/Victor AD - Vanessa.mp3,"emotional, romantic, Afrobeats, male, Nigerian"
dataset/Zlatan - Lagos Anthem ( Remix) Ft Oberz  Oladips  Trod   Kabex  Prescool.mp3,"energetic, upbeat, Afrobeats, male, remix, collaboration"
dataset/King_Promise_Ft_Bisa_Kdei_-_Carry_Me_Go.mp3,"upbeat, romantic, Afrobeats, male, collaboration"
dataset/Timaya - My Moto.mp3,"energetic, lively, Afrobeats, male, upbeat"
dataset/Kida Kudz - Buga Ft  Falz & JoeyB.mp3,"energetic, upbeat, Afrobeats, male, collaboration, hip hop"
dataset/Young Jonn - Bahamas.mp3,"energetic,happy, afrobeats, male, upbeat"
dataset/Naakmusiq ft busie - Ntombi.MP3,"upbeat,happy, afro pop, male, collaboration"
dataset/Mr Eazi Ft Simi Doyin.mp3,"happy, romantic, Afrobeats, mixed, collaboration"
dataset/Kraniumfeat.TyDollaign-NobodyHasToKnowClean.mp3,"upbeat,seductive, reggae, male, explicit"
dataset/DJ Tunez & Wizkid - Cool Me Down.mp3,"upbeat,danceable, Afrobeats, male, collaboration"
dataset/Denzel Kenedy - sing for me clean.mp3,"upbeat,happy, pop, male, clean version"
dataset/Azanti - Gettin Hot.mp3,"upbeat, energetic, afrobeat, male, "
"dataset/Bloody Civilian, OdumoduBlvck - Mad Apology.mp3","energetic, aggressive, hip hop, male, collaboration"
dataset/ECool x Dremo - Kilode.mp3,"energetic, upbeat, Afrobeats, male, "
dataset/Kaestyle ft omah lay - Blessings.MP3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Iyanya-Miracle-ft-Pawzz-Ashidapo.mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Twitch - Save me.MP3,"upbeat, energetic, pop, male, "
dataset/Logic - Boom trap protocol.MP3,"energetic, intense, hip hop, male, rap, trap"
dataset/Olamide - Jinja.MP3,"energetic,upbeat, Afrobeats, male, Nigerian"
dataset/Funbi - Forbidden Fruit.mp3,"fun, playful, enticing, afrobeat, soul, female, "
dataset/Zinoleesky - Call of duty.MP3,"energetic, motivational, Afrobeats, male, Nigerian music"
dataset/CDQ Baby Boy For Life [BBFL] (Radio Edit) Clean Version.mp3,"energetic, uplifting, hip hop, male, clean version, radio edit"
dataset/Ckay - You Cheated I Cheated Too.mp3,"sad, remorseful, Afrobeat, male, breakup"
dataset/TNK-MusiQ-Chup-Chup.mp3,"energetic,happy,upbeat, pop, male, "
dataset/Dr dolor - I go pay.MP3,"energetic,upbeat, Afrobeats, male, Nigerian"
dataset/Sean tizzle - Pempe.MP3,"upbeat, energetic, Afropop, male, dance, party"
dataset/CKay - You.mp3,"upbeat,happy, Afrobeats, male, catchy"
dataset/Izingane-Amakhosi-Sidonse-Moyeni-(JustNaija.com).mp3,"upbeat,happy, afro-pop, male, "
dataset/MO'HITS ALL STARS - BOOTY CALL.mp3,"upbeat, energetic, Afrobeat, mixed, party, dance"
dataset/Hiro - Fais Ca Bien.mp3,"upbeat, energetic, pop, male, french"
dataset/Adekunle gold ft khalid - Come back to me.MP3,"romantic, nostalgic, R&B, Afrobeat, male, collaboration"
dataset/Shatta-Wale-Portable.mp3,"energetic,happy, dancehall, male, Ghanaian"
dataset/Alema and rema - Pantera.MP3,"upbeat, energetic, afrobeat, male, collaboration, popular"
dataset/Eddy-Kenzo-Positivity-ft-Masaka-Kids-Afrikana.mp3,"positive,happy,upbeat, Afrobeat, male, collaboration"
dataset/Sean paul & major lazer - Tip pon it.MP3,"energetic,dance, reggae,electronic, male, collaboration"
"dataset/Major League DJz, Abidoza feat. Mpho Sebina - Dinaledi.mp3","upbeat,happy,dance, Amapiano, mixed, collaboration"
dataset/Koffee - Shine.MP3,"upbeat,happy, reggae, female, Jamaican"
dataset/Peruzzi - Show me love.MP3,"romantic, upbeat, afrobeats, male, love song, Nigerian music"
dataset/B red ft don jazzy - E better.MP3,"upbeat, Afrobeats, male, collaboration"
dataset/Masicka - History.mp3,"energetic,hype, dancehall, male, Jamaican"
"dataset/Yogi ft maleek berry,ray blk , kid ink - Baby.MP3","upbeat,happy, hip hop,r&b, mixed, collaboration featuring multiple artists"
dataset/ON MY WAY.mp3,"energetic, uplifting, pop, male, motivational, driving"
dataset/One Chance - Kvngs.mp3,"upbeat,energetic,positive, hip hop, male, catchy"
dataset/Tomi thomas & wale - Hopeless romantic (remix).MP3,"romantic, hopeful, R&B, male, remix, collaboration"
dataset/Zinoleesky - A1.MP3,"upbeat, energetic, Afrobeats, male, viral"
dataset/Dj spinall ft burna boy - Serious.MP3,"energetic, upbeat, Afrobeats, male, collaboration, Nigerian artists"
dataset/DJ Obza - Thandaza (feat. Lolo Zozi).mp3,"upbeat,happy,energetic, amapiano, mixed, featured artist: Lolo Zozi"
dataset/Dr malinga ft trademark - Akulaleki.MP3,"energetic, happy, afro house, male, collaboration"
dataset/Chiké  Pour Me A Drink.mp3,"chill, relaxing, soulful, R&B, soul, male, emotional"
dataset/Mpumi ft professor - Mfokalanga.MP3,"upbeat,happy, afro-house, female, collaboration"
dataset/Shizzi ft teni and mayorkun - Aye kan.MP3,"upbeat,happy, afrobeat, mixed, collaboration"
dataset/Skepta - Lit like this.MP3,"energetic, confident, grime, hip hop, male, UK rap"
dataset/Omah lay - Reason.MP3,"chill, relaxed, Afrobeat, male, Nigerian"
dataset/Danny Young_Ft Odumodublvck - Para.mp3,"energetic, upbeat, Afrobeat, Male, collaboration, Nigerian music"
dataset/Waje - Kponlongo Ft  Timaya.mp3,"energetic, lively, Afrobeats, female, collaboration, Nigerian music"
dataset/MBA FOR AFRICA - Different Feeling.mp3,"uplifting, energetic, Afrobeats, male, African music"
dataset/Tiimie-Lokoja.mp3,"upbeat,happy, pop, male, "
dataset/MAGIXX - LDCAD RADIO.mp3,"energetic, upbeat, electronic, male, radio-friendly"
dataset/Majeeed-Girls-Deserve-More-Money-(JustNaija.com).mp3,"upbeat, empowering, Afrobeats, male, Nigerian"
dataset/Lil skies - No rest.MP3,"upbeat, energetic, rap, male, Lil Skies"
dataset/Kacey musgraves - Justified.MP3,"upbeat, optimistic, country, female, love, empowerment"
dataset/Dj neptune ft s1mba - Grinding.MP3,"energetic, upbeat, Afrobeat, mixed, collaboration, dance"
dataset/Majo (Radio Edit) DJ Tunez ft Wizkid & Alpha P + Tay lwar.mp3,"energetic,upbeat, afrobeat, male, collaboration"
dataset/Crayon - Modupe.mp3,"upbeat,happy, Afrobeat, male, "
dataset/Drake - Race my mind.MP3,"calm, reflective, R&B, male, soulful"
"dataset/Costa titch and akon ft ma gang, alfa kat - Big flexa (remix).MP3","energetic, hype, hip hop, male, remix"
dataset/Mayorkun & joeboy - No strings attached.MP3,"upbeat, romantic, Afrobeat, male, collaboration"
dataset/Falz - La Fete.mp3,"happy, upbeat, Afrobeats, male, celebration, party"
dataset/Sia - I'm still here.MP3,"introspective, emotional, pop, female, ballad, empowerment"
dataset/JAYTIME - HELP MYSELF.mp3,"uplifting, empowering, pop, male, catchy"
dataset/Ajebo hustlers - Loyalty freestyle.MP3,"upbeat, energetic, hip hop, rap, male, freestyle"
dataset/Boy_Spyce_-_Nobody_(Celebnob.com_Music).mp3,"upbeat,happy, afrobeat, male, "
dataset/Skales - Selecta.MP3,"upbeat,dance, Afrobeats, male, Nigerian"
dataset/Recipy_Ft_Terry_Apala_-_Roundabout.mp3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Reminisce - Nobody Knows Ft  2Baba.mp3,"nostalgic,sentimental, Afrobeat, male, "
dataset/Teezee & davido - Badi.MP3,"upbeat, energetic, lively, afrobeat, male, "
dataset/Big shaq - Buss it down.MP3,"energetic, playful, hip hop, male, funny, viral"
dataset/Burna boy - Wonderful.MP3,"upbeat, energetic, happy, afrobeat, male, Nigerian"
dataset/PYY-Log-Drum-King-Body-Language-Vele-Vele-Ft-Officixl-Rsa-Vista-Major-Lazer-Ty-Dolla-ign-Benzo.mp3,"energetic, vibrant, afrobeat, dancehall, male, collaboration, international"
dataset/Dremo - Stfu.MP3,"energetic, fierce, hip hop, male, explicit"
dataset/Peruzzi - God forbid.MP3,"upbeat, hopeful, Afrobeats, male, love song"
dataset/Eri Ife - Let Me ft Wapo.mp3,"relaxed, romantic, afrobeats, male, collaboration, love song"
dataset/Zoro - Nwunyem.MP3,"happy, upbeat, Afrobeats, male, Nigerian"
dataset/Wretch 32 ft giggs - 10 over 10.MP3,"energetic, hype, hip hop, rap, male, collaboration"
dataset/Seyi Shay - Yolo Yolo.mp3,"happy, lively, Afrobeat, female, "
dataset/Yung6ix ft peruzzi - What if.MP3,"upbeat, energetic, hip hop, male, collaboration"
dataset/Yung l ft shank - Bwoy.MP3,"energetic,hype, afrobeat, male, "
dataset/Sapa_No_Fit_Catch_Me_-_Nimix.mp3,"upbeat, energetic, afrobeats, male, Nimix"
dataset/Ykee benda ft reekado banks - Time table.MP3,"upbeat, happy, Afrobeats, male, "
dataset/Young-Jonn-Full-My-Tank-ft-Don-Jazzy.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Etta bond ft champion and double s - On a beach(champion remix).MP3,"upbeat, relaxed, R&B, Hip Hop, mixed, remix"
dataset/Pheelz-ROTATE.mp3,"energetic, upbeat, afrobeats, male, "
dataset/Bandros-ft-Semi-Tee.mp3,"upbeat, energetic, Amapiano, male, collaboration"
dataset/3. Bola Johnson ft REDDEMWURLD - Lagos Sisi (Mr Kleb Amapiano Remix) (Full Chorus) Radio edit.mp3,"upbeat, dance, Amapiano, male, remix, radio edit"
dataset/The Chainsmokers  I Love U.mp3,"upbeat, romantic, pop, mixed, electronic"
dataset/Vershon  Always Your Own.mp3,"uplifting,happy, reggae, male, Jamaican"
dataset/Nicky jam ft steve aoki - Jaleo.MP3,"energetic, upbeat, reggaeton, electronic, male, collaboration"
dataset/dj spinal - Pure Water_Dflamz Radio.mp3,"energetic, lively, Afrobeats, male, club banger, danceable"
dataset/The Inside (Radio Edit) MI Abaga Feat The CaveMen and Phyno.mp3,"upbeat, energetic, hip hop, afrobeat, mixed, collaboration"
dataset/Candy Bleakz - Wale ft Simi Remix mp3.mp3,"upbeat, energetic, Afrobeats, female, remix, collaboration"
dataset/Ladipoe - Law of attraction.MP3,"upbeat, motivational, Afrobeat, male, Nigeria"
dataset/QingMadi Ft ChloBailey - Vision.mp3,"upbeat, energizing, pop, R&B, female, collaboration"
dataset/Boj-Line-Of-Fire-ft-Ayra-Starr.mp3,"energetic,upbeat, Afrobeats, mixed, collaboration"
dataset/Jobe_London_Mphow69_-_Ingane_ft_Focalistic_Ntokzin.mp3,"energetic,dance, amapiano, male, collaboration"
dataset/Kelly khumalo & kyle deutsch - Lonely fool.MP3,"sad, lonely, pop, R&B, female, male, collaboration, heartbreak"
dataset/CRUEL SANTINO FT S-SMART - FTR.mp3,"upbeat,happy, afrobeats, male, collaboration"
dataset/NINIOLA - ALL EYES ON ME.mp3,"upbeat, confident, Afrobeat, Female, dance, energetic"
dataset/Johnny-Drille-The-Best-Part.mp3,"joyful, soulful, R&B, male, romantic"
dataset/Empire ft bnxn fka buju and leil - In the middle.MP3,"upbeat,happy, afrobeat, mixed, collaboration"
dataset/Aramide ft reminisce - Baba abule.MP3,"upbeat, energetic, Afrobeat, female, collaboration, Nigerian"
"dataset/Soco ft. Ceeza Milli, Spotless & Terri mp3.mp3","upbeat, energetic, afrobeats, male, collaboration, popular"
"dataset/Boj, zamir and amaarae - Money and laughter.MP3","upbeat,happy, Afrobeat, mixed, collaboration"
dataset/SBWL (feat. Kamo Mphela).mp3,"energetic, upbeat, amapiano, mixed, "
dataset/Olamide Ft Asake -  New Religion.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Olamid ft rema - Mukulu.MP3,"upbeat, energetic, afrobeats, male, "
"dataset/Prince kaybee , lasoulmates ft tns zanda zakuza - Club controller.MP3","energetic,dance, afro house, mixed, collaboration"
dataset/Pull Up jaywillz.mp3,"energetic, exciting, Afrobeat, male, Nigerian"
dataset/Charli XCX  Break the Rules RadioEdit.mp3,"rebellious, energetic, pop, female, upbeat"
dataset/Vik Oliver - Vanilla.mp3,"calm, soothing, pop, male, acoustic"
dataset/Ric hassani - Everything.MP3,"romantic, uplifting, afrobeat, male, love song"
dataset/Ella mai - Not another love song.MP3,"romantic, R&B, female, soulful"
dataset/Timi Dakolo - Iyawo Mi.mp3,"romantic, love, Afrobeat, male, wedding song"
dataset/Jinmi abduls - Saro.MP3,"romantic, melancholic, afrobeat, male, Nigerian artist"
dataset/Lincoln 3Dot - African Vibe (Ft. izybeats) cut .mp3,"upbeat, energetic, Afrobeat, male, collaboration, African"
dataset/Rexxie-Abracadabra-Remix-ft-Naira-Marley-Skiibii-Wizkid.mp3,"energetic, lively, upbeat, afrobeats, male, collaboration, remix"
dataset/Piers morgan ronaldo - Piers morgan ronaldo.MP3,"upbeat,happy,energetic, pop, male, celebrity"
dataset/Mz kiss - Kilode.mp3,"energetic,upbeat, Afrobeat, female, hip hop"
dataset/Ozuna-Eva -ft Davido -Longoria.mp3,"upbeat, energetic, reggaeton, male, collaboration"
dataset/Pieces.mp3,"calm, emotional, pop, female, piano"
dataset/GospelOnDeBeat - Feeling Ft Sautisol & Falz.mp3,"uplifting, joyful, Afrobeat, mixed, collaboration"
dataset/Thama-Tee-Kwazekwamnadi-ft-Chley-Sbuda-Maleather-Pabi-Cooper-(JustNaija.com).mp3,"energetic, uplifting, amapiano, male, collaboration, South African music"
dataset/Childish gambino - Feels like summer.MP3,"summery,relaxed,happy, R&B,hip hop, male, Childish Gambino"
dataset/Terri - For Here.mp3,"upbeat,happy,cheerful, pop, female, love,romantic"
dataset/Wande Coal - Amorawa Ft  Burna Boy.mp3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Zlatan x Juls x Damibliz x Worlasi - Kokosa.mp3,"energetic, upbeat, Afrobeat, male, collaboration, international"
dataset/Yemi Alade - Rain.mp3,"upbeat, energetic, Afrobeat, female, Nigerian"
dataset/King perry ft soft and terri - Jojo.MP3,"upbeat,happy, afrobeat, male, collaboration"
dataset/Mayorkun - Fantasy.MP3,"upbeat, energetic, Afrobeat, male, popular"
dataset/Doja cat - Woman.MP3,"empowering, confident, pop, female, catchy"
dataset/Major lazer and major league djz ft joeboy - Designer.MP3,"upbeat,happy, Afrobeats, mixed, collaboration"
dataset/Simi - Owanbe.MP3,"upbeat, joyful, Afrobeat, female, party"
dataset/Abigail-Chams-Bata-(JustNaija.com).mp3,"sentimental,melancholic,emotional, Afrobeat, Female, Nigerian,Love"
dataset/Ecool ft dremo ft zlatan ft mayorkun - Onome.MP3,"energetic,happy, Afrobeats, male, collaboration"
dataset/Busta Rhyme ft Burna Boy - Roboshotta.mp3,"energetic, upbeat, hip hop, male, collaboration, rap"
dataset/Av - No dey form.MP3,"upbeat, energetic, Afrobeats, male, vibes"
dataset/Cody simpson - Way way.MP3,"upbeat,happy, pop, male, "
dataset/Kaycee Brown-Location.mp3,"upbeat, happy, pop, female, location"
dataset/Tiwa Savage - Rewind.mp3,"upbeat, energetic, Afrobeats, female, dance, party"
dataset/The Front Door (Radio Edit) MI Abaga Feat Duncan Mighty.mp3,"energetic, upbeat, Afrobeat, Hip hop, male, collaboration"
dataset/L.a.x - Panana.MP3,"upbeat,happy, Afrobeats, male, danceable"
dataset/Victor AD - Too Much Money.mp3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Inkabi-Zezwe Ft-Sjava-Big-Zulu - Umbayimbayi.mp3,"uplifting, energetic, hip hop, male, collaboration"
"dataset/Mampintsha ft babes wodumo , lasoulmates - S'yaba thandazela.MP3","joyful, energetic, afropop, mixed, "
dataset/Olivia rodrigo - Deja vu.MP3,"nostalgic, contemplative, pop, female, breakup, relationship"
dataset/J cole - Applying pressure.MP3,"intense, determined, rap, male, J Cole"
dataset/BNXN fka Buju  Many Ways  feat Wizkid.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Victor AD - Anymore Ft  Phyno.mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Megan thee stalion ft beyonce - Savage remix.MP3,"energetic, confident, hip hop, rap, female, collaboration"
dataset/RUNDA-Feeling-Sexyy.mp3,"sexy, upbeat, pop, female, dance"
dataset/Tomi thomas ft buju banton - Hurricane.MP3,"energetic, upbeat, afrobeat, reggae, male, collaboration"
"dataset/BTS, Jungkook - Dreamers.mp3","dreamy,hopeful, K-pop, male, uplifting"
dataset/Afro b ft kizz daniel - Bluffin.MP3,"energetic, upbeat, afrobeat, male, collaboration"
dataset/Huku - Tommy Flavour.mp3,"upbeat,happy, bongo flava, male, "
dataset/Ruger - Bun bun.MP3,"energetic, upbeat, Afrobeat, male, dance, Nigerian"
dataset/Asake-Mogbe (Radio Clean).mp3,"upbeat, energetic, lively, Afrobeat, male, Radio Clean"
dataset/Jhus ft drake - Who told you.MP3,"energetic, confident, rap, male, collaboration, popular"
dataset/Wande coal - Come my way.MP3,"upbeat, energetic, Afrobeat, male, Nigerian, dance"
dataset/Mc galaxy - Fine girl.MP3,"happy, upbeat, Afrobeat, male, Nigerian music"
"dataset/Anuel AA , Jowell & Randy, De La Ghetto, Yailin La Más Viral - La Máquina.mp3","energetic, upbeat, Reggaeton, Male, collaboration"
dataset/WSTRN_Ft_Nviiri_The_Storyteller_-_Honest.mp3,"upbeat, Afrobeats, mixed, collaboration"
dataset/REMA - BENIN BOYS (RADIO EDIT).mp3,"energetic, upbeat, afrobeats, male, Nigeria, popular"
dataset/Terri - Balance.MP3,"upbeat,happy, Afrobeat, female, "
"dataset/Diplo, Maren Morris - 42.mp3","upbeat, energetic, pop, electronic, mixed, collaboration"
dataset/Koffee - Ye (burnaboy cover).MP3,"energetic, upbeat, reggae, female, cover"
dataset/Reekado banks - Rora.MP3,"relaxing, joyful, Afrobeats, male, Nigerian"
dataset/Dpzle ft niniola - Sodi.MP3,"upbeat,dance, afrobeat, mixed, collaboration"
dataset/Crayon ft victony - Belleful.MP3,"energetic, upbeat, afrobeat, male, collaboration"
dataset/Krizbeatz ft tekno and teni - Hit.MP3,"energetic,happy, Afrobeats, mixed, collaboration"
dataset/Vusinator ft soso killa - Gigabyte.MP3,"energetic, lively, amapiano, mixed, collaboration, hit"
dataset/Yemi alade - Bounce.MP3,"energetic, fun, upbeat, Afrobeat, female, dance, party"
dataset/WurlD feat Sarz - Location.mp3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Olamide - Problem.MP3,"energetic,hype, afrobeats, male, Nigeria"
dataset/Seyi-Vibez-Different-Pattern.mp3,"upbeat, energetic, Afrobeats, male, "
dataset/Iyanya - Plans.MP3,"upbeat, afrobeat, male, popular"
dataset/Amaarae - Leave me alone.MP3,"upbeat,energetic, Afrobeats, female, independent,empowering"
"dataset/Kabza-De-small-x-Dj-Maphorisa Ft Young Stunna, Shino, Kikai, ShaunMusiQ , Ftears - Khutuza.mp3","energetic, lively, Amapiano, mixed, collaborative, South African"
dataset/Sauti Sol ft Alikiba - Unconditionally Bae CUT .mp3,"upbeat, romantic, Afro-pop, mixed, collaboration"
dataset/Sanki - On God .mp3,"upbeat, energetic, hip-hop, male, explicit lyrics"
dataset/DJ Spinall - Cloud 9  ft Adekunle Gold.mp3,"upbeat,happy, Afrobeats, male, collaboration, Nigerian music"
dataset/Ckay - Mmadu.MP3,"upbeat,happy, afrobeats, male, Nigerian"
dataset/KUNFAYAKUN MP3.mp3,"peaceful, spiritual, calming, Qawwali, Sufi, male, Islamic, devotional"
dataset/Ayra starr - Memories.MP3,"melancholic, nostalgic, Afrobeat, female, Ayra Starr"
dataset/Stay Flee Get Lizzy - 2 Cups (Intro - Clean).mp3,"upbeat,happy, hip hop, mixed, intro, clean"
dataset/Makhadzi - Tshikwama.MP3,"energetic, lively, afrobeats, female, African music"
dataset/Cheque Ft Bella Shmurda - Skii.mp3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/Tino Moody - Dare Me.mp3,"upbeat,energetic, pop, male, catchy"
dataset/John dust ~ Fire.mp3,"energetic, powerful, rock, male, "
dataset/Stylo G & The FaNaTiX - Touch Down Remix (Intro - Clean).mp3,"energetic, upbeat, dancehall, pop, male, remix, clean"
dataset/Senth-On-My-Mind.mp3,"melancholic, reflective, Hip hop, male, thought-provoking"
dataset/Omah lay and ozunna - Soso (refix).MP3,"upbeat, catchy, Afrobeats, male, refix, collaboration"
dataset/Bella alubo - Mama said.MP3,"upbeat, energetic, Afrobeats, female, Nigerian"
"dataset/Myztro & Daliwonga - Kunkra (feat. Xduppy, Shaunmusiq & Ftears).mp3","energetic, upbeat, Amapiano, mixed, collaboration"
dataset/10-Tommy-Flavour-Whine-4-Me-ft-Vanillah.mp3,"upbeat, dance, afrobeat, male, "
"dataset/DJ Maphorisa, Kabza De Small ft DJ -Tsitso Meropa.mp3","upbeat,happy, Amapiano, mixed, collaboration"
dataset/Berri-Tiga-Active-Ft-Boy-Muller.mp3,"energetic, upbeat, pop, male, "
dataset/BNXN fka Buju - Bad Man Wicked.mp3,"aggressive, dancehall, male, "
dataset/Tekno - Puttin.MP3,"energetic, upbeat, Afrobeats, male, dance"
dataset/Iyanya-Slowly-Ft-Lola-Rae-XenaVonn.mp3,"calm, romantic, Afrobeat, male, collaboration"
dataset/Taves - Folake.mp3,"energetic,happy, afrobeat, male, upbeat"
dataset/DJ Neptune - Marry Ft  Mr  Eazi (Sigag EDM Remix).mp3,"upbeat, lively, energetic, EDM, mixed, remix, collaboration"
dataset/Clean bandit ft marina and luis fonsi - Baby.MP3,"upbeat, catchy, fun, pop, dance, mixed, collaboration"
dataset/Kizz Daniel - Oshe Ft The Cavemen.mp3,"joyful, energetic, Afrobeat, male, collaboration, Nigerian music"
dataset/Mr Eazi - Personal Baby.mp3,"upbeat, catchy, Afrobeat, male, Nigerian music"
dataset/Barry-Jhay-My-Father-My-father.mp3,"emotional,sentimental, Afrobeat, male, Nigerian"
dataset/Galantis - Emoji.MP3,"upbeat,happy, electronic, mixed, popular"
dataset/Ycee - Intentionally.mp3,"laid-back, romantic, Afrobeat, male, Nigerian"
dataset/Phaemous ft psychoyp - Island pink.MP3,"upbeat,happy, pop, male, collaboration"
dataset/Tebza-De-DJ-Ka-Valungu-ft-DJ-Nomza-The-King.mp3,"upbeat,dance, amapiano, male, collaboration"
dataset/Focalistic ft davido - Ke star (remix).MP3,"energetic, upbeat, Amapiano, Male, collaboration, remix"
"dataset/Sjava , dj maphorisa ft howard copy - Ngempela.MP3","mellow, afro-house, male, collaboration"
dataset/Burna Boy - Level Up (Twice As Tall) (feat. Youssou N'Dour) .mp3,"energetic, uplifting, Afrobeat, male, collaboration, international"
dataset/Magnito Ft Odumodublvck & Dremo & Mint Comot Eye.mp3,"upbeat, energetic, hip hop, mixed, collaboration"
dataset/YCee - West Indies.mp3,"upbeat, energetic, Afrobeat, male, danceable"
dataset/Davido Ft The Caveman & Anglique Kidjo Na Money.mp3,"energetic,upbeat, Afrobeats, mixed, collaboration"
dataset/Dermot kennedy - Outnumbered.MP3,"emotional, powerful, indie folk, male, heartfelt, acoustic"
dataset/Joburg ft tns - Mampintsha.MP3,"energetic, upbeat, afro-house, male, collaboration, South African music"
dataset/Magnito - Riches.MP3,"upbeat,happy, hip hop, male, catchy"
dataset/Young jonn - Normally.MP3,"energetic, upbeat, Afrobeat, male, club, dance"
dataset/Myztro-Myztro-Ah-Ah-Ft-Xduppy-ShaunMusiQ-Ftears.mp3,"energetic, upbeat, EDM, mixed, collaboration"
dataset/Phyno - Bia.MP3,"energetic, upbeat, afrobeat, male, Nigerian, rap"
dataset/Sefiyah - Mind sex.MP3,"sensual, intimate, R&B, female, explicit lyrics"
dataset/Tems - T-Unit.mp3,"soulful, emotional, R&B, female, Nigerian artist"
dataset/Spotless - Lover.MP3,"upbeat, romantic, pop, female, chill"
dataset/Falz - Girls (Official Audio) ft. Patoranking.mp3,"fun, upbeat, Afrobeat, male, collaboration"
dataset/Lil kesh ft fireboy dml - Love like this.MP3,"romantic, passionate, Afrobeats, male, collaboration, Nigerian music"
dataset/DJ FIZZY CHEESY x SHODAY X BERRI TIGA - AZUBUIKE.mp3,"energetic, upbeat, afrobeats, mixed, collaboration"
dataset/YOUNG JONN FT OLAMIDE - CURRENCY.MP3.mp3,"energetic, upbeat, afrobeat, male, "
dataset/Cruel Santino - FINAL CHAMPION.mp3,"energetic, hype, hip hop, electronic, male, Nigerian artist"
dataset/Reminisce ft fireboy - Ogaranya.MP3,"upbeat, joyful, Afrobeats, male, collaboration"
dataset/Burna Boy - Common Person.mp3,"upbeat, lively, Afrobeat, male, danceable"
dataset/Abba - I still have faith in you.MP3,"hopeful, nostalgic, pop, mixed, Abba"
dataset/Amaarae-Princess-Going-Digital.mp3,"energetic, lively, futuristic, Afrobeats, Electronic, female, upbeat"
dataset/Soft - Comot Body.mp3,"soft, Afrobeat, male, "
dataset/Rita ora ft 6lack - Only want you.MP3,"romantic, melancholic, pop, R&B, female, male, featured artist: 6lack"
dataset/Dammy-Krane-Number-One-Ft-Portable.mp3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/Justine Skye - Whip It Up clean.mp3,"energetic, lively, pop, female, upbeat, dance"
dataset/Idahams - God Bless Africa.mp3,"patriotic, uplifting, afrobeat, male, African"
dataset/Diamond-Platnumz-Shu-ft-Chley.mp3,"joyful, energetic, Afrobeat, male, collaboration"
dataset/Cruel santino ft koffee - Deadman bone.MP3,"energetic, mysterious, afrobeat, dancehall, mixed, collaboration"
dataset/Major League DJz - Le Plane E’Landile_(muzmo.pro).mp3,"energetic, upbeat, Amapiano, group, South African"
"dataset/MUTUTE BOY feat. LastBorn Diroba, Lwamii & Mellow & Sleazy- Gwa Shorta.mp3","energetic, lively, hip hop, mixed, collaboration, upbeat"
dataset/Post malone - Chemical.MP3,"energetic,happy, pop, male, vocal,catchy"
dataset/Basketmouth-Chasing-Dreams-ft-Timi-Dakolo-Torrian-Ball-Reminisce clean.mp3,"upbeat, motivational, Afrobeat, male, collaboration, inspirational"
dataset/Efya - Until The Dawn.mp3,"relaxing, romantic, Afrobeat, female, uplifting"
"dataset/NATIVE SOUND SYSTEM - Pim Pam (with MOJO AF, PsychoYP, Fresh L, Zamir).mp3","energetic, upbeat, Afrobeat, Hip Hop, mixed, collaboration"
dataset/Soti and layydoe - Oliver.MP3,"energetic,happy,upbeat, afrobeat, mixed, collaboration"
dataset/DrummeRtee924-ft-Mr-Luu-De-Stylist-Drugger-Boyz-Hayi-Keh.mp3,"energetic, lively, Afro-house, male, collaboration"
