audio,caption
dataset/Burna boy ft ed sheeran - For my hand.MP3,"energetic, uplifting, Afrobeat, Pop, Male, collaboration, popular"
dataset/Erby - Obaa Sima.mp3,"upbeat,happy, Highlife, male, Ghanaian"
dataset/Carterefe ft Berri-Tiga-Skiibii-Oluchi.mp3,"energetic, upbeat, Afrobeats, mixed, collaboration"
dataset/Lady-Zamar-Castles.mp3,"upbeat, cheerful, pop, female, dance"
dataset/Iyanya - Good Vibes ft Team Salut.mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Elvirgo-TallexQ-Chicco-ft-Makhadzi-Kabza-De-Small-Lxrd-Mordecai-Malume-20.mp3,"energetic, dance, amapiano, mixed, collaboration"
dataset/Brymo - Heya.MP3,"soulful, energetic, Afrobeat, male, Nigerian"
dataset/Bella shmurda ft zlatan and lincoln - Cash app.MP3,"energetic, lively, Afrobeats, male, collaboration"
"dataset/Alok ft martin jensen , jason derulo - Don't cry for me.MP3","upbeat,happy, dance pop, mixed, collaboration"
dataset/Patoranking ft dadju - Zero problem.MP3,"lively, energetic, Afrobeat, Dancehall, Male, collaboration"
dataset/Dj neptune ft bella shmurda - On god.MP3,"energetic, upbeat, afrobeat, male, collaboration, popular"
dataset/Qing-Madi-Journey.mp3,"upbeat,happy, electronic, instrumental, travel"
dataset/Dr malinga ft josta - Petronella.MP3,"upbeat, energetic, dance, male, collaboration"
dataset/Jidenna - Tribe.MP3,"upbeat, energetic, happy, hip hop, rap, male, tribal influences"
dataset/DJ Spinall - Can-t Help Myself ft Wurld.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Killertunes & minz - Caroline.MP3,"upbeat, afrobeats, male, collaboration"
dataset/Ice-Beats-Slide-Qopetsa-ft-Sbuda-Maleather-BoiBizza.mp3,"energetic,happy, hip hop, male, "
dataset/King perry - Turkey nla.MP3,"energetic, upbeat, Afrobeat, male, Nigerian artist"
dataset/Sje Konka & Freddy K  feat Kiddy Soul - SkrrGong.mp3,"upbeat, energetic, Amapiano, male, collaboration, vocals"
dataset/Di_Ja_-_Yoruba_Demon.mp3,"energetic, fun, Afrobeat, female, Nigerian"
dataset/Nasty c ft emtee - Born to win.MP3,"energetic, motivational, hip hop, male, collaboration"
dataset/Shallipopi Start Ham.mp3,"happy, upbeat, pop, female, catchy"
dataset/Vik Oliver - Jabo.mp3,"upbeat,happy, pop, male, catchy"
dataset/Skales - I Am For Real.mp3,"upbeat,happy, Afropop, male, Nigerian"
dataset/Dj jimmy jatt ft 2baba and buju - Worry me.MP3,"upbeat, groovy, Afrobeats, Male, collaboration"
dataset/Tyga ft nicki minaj - Dip.MP3,"energetic, upbeat, Hip Hop, male, female, collaboration, popular"
dataset/Chike ft simi - Running.MP3,"uplifting,energetic,happy, Afrobeat, mixed, collaboration"
dataset/Muyeez-Matter-Remix-Ft-Reekado-Banks.mp3,"upbeat,happy, Afrobeat, male, remix,featuring"
dataset/Show Dem Camp - Feel Alright ft Ladipo & Boj.mp3,"upbeat, feel-good, Afrobeat, male, collaboration"
dataset/Jaymes Samuel  ft Adekunle Gold - Jeez.mp3,"soulful, uplifting, Afrobeat, R&B, male, collaboration"
dataset/With You feat Maka Extended.mp3,"upbeat,happy,romantic, pop, mixed, collaboration"
dataset/07-Tommy-Flavour-Shumileta-Ft-Rapcha.mp3,"energetic, upbeat, bongo flava, male, collaboration"
dataset/Soa mattrix - uThando_(muzmo.pro).mp3,"romantic, amapiano, male, popular"
dataset/Skepta ft wizkid - Bad energy (stay faraway).MP3,"energetic, hip hop, male, collaboration"
dataset/Jorja smith - Time.MP3,"calm, soulful, R&B, female, introspective"
dataset/Gbegesi - Idowest.mp3,"energetic,dance, afrobeats, male, Nigeria"
dataset/Skales - Sawa ft Dice Ailes (Extended Intro).mp3,"upbeat, energetic, afrobeat, male, collaboration"
dataset/Reekado Banks - Standard.mp3,"happy, upbeat, Afrobeat, male, Nigerian"
dataset/Eminem - Gnat.MP3,"energetic, aggressive, hip hop, male, "
dataset/ISKHIYE FT CHARMZA THE DJ - BON.mp3,"energetic,upbeat, house, male, collaboration"
dataset/King Perry Ft Runtown  Shatta Wale Denge Remix [Radio Edit].mp3,"energetic, lively, Afrobeat, Dancehall, male, collaboration, remix"
dataset/Gunna and lil baby ft young thug - Oh okay.MP3,"energetic, upbeat, rap, male, collaborative, hip-hop"
dataset/Funbi ft ladipoe - Turn me around.MP3,"upbeat, romantic, Afrobeats, mixed, collaboration, Nigerian music"
"dataset/Beyonce, saint jhn and wizkid ft blue ivy carter - Brown skin girl.MP3","uplifting, empowering, Afrobeats, R&B, female, collaboration"
dataset/Kizz daniel - Tempted to still.MP3,"tempted, desire, longing, Afrobeats, male, Nigerian"
dataset/Bims Ft Shina Peters - Make Una Dance .mp3,"energetic, upbeat, Afrobeat, mixed, collaboration"
dataset/Spinall Ft Jess of VanJess Just To Be (Radio Edit).mp3,"upbeat,energetic, Afrobeats, mixed, collaboration"
dataset/John Vuli Gate - Mapara A Jazz.mp3,"energetic, lively, Amapiano, mixed, viral"
dataset/Coldplay - Orphans.MP3,"uplifting,happy, pop, mixed, rock"
dataset/Problems (feat Dexta Daps) (Remix) - Raybekah.mp3,"upbeat,energetic, Afrobeats, female, remix,featuring Dexta Daps"
"dataset/Christina aguilera ft ty dolla sign , 2 chainz - Accelerate.MP3","upbeat, energetic, sensual, Pop, R&B, Female, Collaboration, Urban"
dataset/Hotkid - On colos.MP3,"energetic, upbeat, afrobeat, male, Nigerian artist"
dataset/Rexxie feat-Zinoleesky-No More Condition.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Lil huddy - 21st century vampire.MP3,"edgy, dark, pop, male, 2020s"
dataset/DJ Spinall - Package Ft  Davido & Del B.mp3,"energetic, upbeat, Afrobeat, male, collaboration, danceable"
dataset/Fredo bang ft roddy rich - Last one left.MP3,"energetic, intense, hip hop, mixed, collaboration"
dataset/Fireboy dml - New york city girl.MP3,"romantic, nostalgic, Afrobeat, male, love, city life"
dataset/Goya-Menor-Don-Dada-Boss clean.mp3,"energetic, powerful, reggaeton, male, clean version"
dataset/Masego ft don toliver - Mystery lady.MP3,"mysterious, romantic, R&B, mixed, collaboration"
dataset/Zoro ft mayorkun - Good life.MP3,"upbeat,happy, Afrobeats, mixed, collaboration"
dataset/Giggs - Buff badie.MP3,"energetic, confident, hip hop, male, British rap, explicit lyrics"
dataset/Father DMW Ft Berri Tiga Bigi Man (Radio Edit) Clean Version.mp3,"uplifting,happy, Afrobeats, male, clean version"
"dataset/Mayorkun ft peruzzi, dremo and yonda - Red handed.MP3","upbeat, energetic, Afrobeats, male, collaboration"
dataset/Mayorkun - Alarm.MP3,"upbeat,happy, Afrobeats, male, popular"
dataset/02-Tommy-Flavour-Nakuja-Ft-Marioo.mp3,"upbeat, energetic, bongo flava, male, "
dataset/Praiz - Reckless.mp3,"upbeat, energetic, Afrobeat, male, soulful"
dataset/Jae5 and lojay ft libianca - I wish.MP3,"upbeat, hopeful, Afrobeats, R&B, Male, collaboration"
dataset/Iann dior ft machine gun kelly and travis baker - Thought it was.MP3,"energetic, upbeat, rap, hip-hop, male, collaboration"
dataset/Tesh carte-I like Radio version .mp3,"upbeat,happy, pop, male, Radio version"
dataset/Kuami eugene - Angela.MP3,"romantic, cheerful, highlife, male, popular"
dataset/Falz - Squander (Remix) Ft Kamo Mphela  Mpura  Niniola & Sayfar.mp3,"upbeat, energetic, Afrobeat, Amapiano, mixed, collaboration, remix"
dataset/MFR_Souls_feat_Major_League_Kamo_Mphela_Bontle_Smith_-_Amanikiniki_70585589.mp3,"lively, energetic, amapiano, mixed, dance, catchy"
dataset/Ruger-Ashana.mp3,"energetic,happy, Afrobeat, male, Nigerian"
dataset/03-Ntokzin-Onjani-Ft-M-Keyz-MalumNator-Soulful-G-Dr-Thulz-Ta-Skipper-(JustNaija.com).mp3,"soulful, amapiano, mixed, collaboration"
dataset/Korede Bello - Fine Fine (prod. Coublon).mp3,"upbeat, lively, Afrobeat, male, Nigerian music"
dataset/Dice ailes ft olamide - Pim pim.MP3,"upbeat, Afrobeat, male, "
dataset/Rihannafeat.SZA-ConsiderationMangalSuvarnanRemixClean.mp3,"upbeat, energetic, electronic, remix, female, collaboration, clean"
dataset/Asake-Amapiano-ft-Olamide-(radio edit).mp3,"upbeat,dance, Amapiano, male, radio edit"
dataset/Rema ft Selena Gomez - Calm Down remix.mp3,"calm, chill, pop, mixed, remix, collaboration"
dataset/Majeed ft bnxn - Waka jeje.MP3,"upbeat, energetic, afrobeats, mixed, collaboration, Nigerian music"
dataset/Omah lay - Bend you.MP3,"chill, romantic, Afrobeat, male, Nigerian"
dataset/Dj spinall ft mafikizolo and ice prince - The way.MP3,"upbeat, energetic, Afrobeat, mixed, collaboration"
dataset/QING MADI - SEE FINISH.mp3,"upbeat, energetic, Afrobeats, male, catchy"
dataset/G Nako x Diamond Platnumz - Komando.mp3,"energetic, upbeat, bongo flava, male, collaboration"
dataset/Tekno - Skeleton.MP3,"upbeat,happy, Afrobeat, male, dance"
dataset/Liam payne & j balvin - Familiar.MP3,"energetic, upbeat, pop, reggaeton, male, collaboration"
dataset/Not3s ft maleek berry - Sit back down.MP3,"upbeat, chill, Afrobeats, Male, collaboration"
dataset/Master cheng fu ft lelo kamau - Umcimbi.MP3,"upbeat,happy, house, male, "
dataset/Bts - Yet to come.MP3,"hopeful, enthusiastic, pop, k-pop, male, upbeat"
dataset/Mas-Musiq-Nguye-Lo-Ft-Ami-Faku.mp3,"upbeat,happy, amapiano, male, "
dataset/Squash - Ambala.mp3,"upbeat, lively, energetic, dancehall, male, Jamaican"
dataset/Makhadzi-ft-Fortunator-DJ-Gun-Do-SA-Niazwifha.mp3,"energetic, lively, afro house, female, collaboration, South African music"
dataset/Pro-Tee-ft-King-saiman-Deejay-Zebra-Trumpet-Returns.mp3,"energetic, upbeat, electronic, dance, male, trumpet"
dataset/Lisa-Viola-Lagos-Ft-Majeeed-Naijapickup.com.mp3,"upbeat,happy, Afrobeat, female, collaboration"
dataset/Killertunes ft not3s and bz - Shy.MP3,"upbeat, energetic, Afrobeats, male, "
dataset/Terri - Life.MP3,"upbeat,happy, pop, female, "
dataset/Bloody-Civilian-Family-Meeting.mp3,"serious, tense, dramatic, classical, instrumental, orchestral"
dataset/Louis the child ft joey purp - Shake something.MP3,"energetic, upbeat, electronic, pop, mixed, collaboration, dance"
dataset/Basketmouth - Trouble Ft 2Baba & Blaqbonez.mp3,"exciting, energetic, Afrobeat, male, "
dataset/Twist Berry ft Davido - The Code Extra.mp3,"upbeat,happy, afrobeat, female, collaboration"
dataset/Juls ft tay iwar - I got you.MP3,"happy, energetic, Afrobeats, mixed, collaboration, summer vibe"
dataset/Bella_Alubo_Ft_Niniola_-_Location_Starcoded_com_ng.mp3,"energetic, upbeat, afrobeats, female, collaboration, location"
dataset/ZERRDLY - POPO.mp3,"energetic, upbeat, pop, male, "
dataset/Young thug ft. j.cole & t-shyne - Stressed.MP3,"stressed, hip-hop, male, collaboration"
dataset/Kabza_De_Small_feat_Wizkid_-_Need_You_Tonight_70071362.mp3,"energetic,happy, amapiano, male, "
dataset/Post malone and swae lee - Sun flower.MP3,"upbeat,happy, pop,hip-hop, male, movie soundtrack"
dataset/TEEZEE FT TENI - NOTIN 2 SOMTIN DFLAMZ RADIO.mp3,"upbeat,happy, Afrobeat, male, "
dataset/Everytime (Remix)_Dflamz Radio.mp3,"energetic, upbeat, pop, male, remix"
dataset/Blaqbonez Like Ice Spice.mp3,"energetic,hype, hip hop, male, Nigerian"
dataset/Veeiye ft. laycon - Enter my head.MP3,"upbeat, romantic, afrobeat, female, male, collaboration"
dataset/Mapara_A_Jazz_feat_John_Delinger_Master_KG_Mr_Brown_Soweto_Gospel_Choir_-_Right_Here_feat_Master_KG_Soweto_Gospel_Choir_Mr_Brown_John_Delinger_72127221.mp3,"upbeat,happy, Amapiano, mixed, collaboration,choir"
dataset/Peruzzi ft wand coal - Available.MP3,"upbeat, happy, Afrobeats, male, "
dataset/Korede bello - 2geda.MP3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Skales-As-I-Wake-Up.mp3,"upbeat,happy, Afrobeat, male, energetic"
dataset/Charlie puth ft james taylor - Change.MP3,"calm, reflective, inspiring, pop, male, collaboration"
dataset/TNK-MusiQ-Vox-Vox.mp3,"upbeat,happy, pop, male, "
dataset/Ruger-Calculate-Love-Ft-Bnxn-.mp3,"romantic, love, Afrobeat, Male, collaboration"
dataset/Rudeboy - Focus.MP3,"upbeat, energetic, Afrobeats, male, Nigerian music"
dataset/Westlife - Starlight.MP3,"uplifting, romantic, pop, male, ballad"
dataset/Sigag lauren - Away.MP3,"upbeat,happy, electronic, female, vocal,energetic"
dataset/Ziezie ft aitch - French kisses.MP3,"energetic, playful, hip hop, male, collaboration, UK artists"
dataset/Cast shallipopi ft odumodu clean.mp3,"energetic, upbeat, afropop, mixed, collaboration, clean version"
dataset/Boy Spyce -  Relationship.mp3,"upbeat,happy, pop, male, catchy"
dataset/Asake - Omo Ope ft Olamide.mp3,"upbeat, joyful, Afropop, male, collaboration"
dataset/Cdq - Could have been worse.MP3,"Hopeful, Reflective, Hip Hop, Male, Nostalgic"
dataset/DJ-Stokie-Soke-S-bone-Ft-Loxion-Deep-Sir-Trill-Nobantu-Vilakazi-Murumba-Pitch.mp3,"energetic,happy, Amapiano, mixed, collaboration"
dataset/Mr 2kay - Belema.mp3,"romantic, love, Afrobeat, male, Nigerian"
dataset/Marvel - Amber Rose Remix ft  Joeboy.mp3,"energetic, upbeat, Afrobeats, mixed, remix, collaboration"
dataset/Niniola - Magun.MP3,"energetic, upbeat, Afrobeat, female, popular"
dataset/T Dollar ft OlaDips  Our Father.mp3,"upbeat, energetic, hip hop, male, collaboration"
dataset/Victony ft Tempoe Soweto Radio Edit Clean Version.mp3,"energetic, upbeat, Afrobeat, mixed, collaboration, radio edit, clean version"
"dataset/Ntokzin - Kumanzi Phansi (feat. Eemoh, Moscow On Keyz & Zar Keyz).mp3","upbeat,happy, Amapiano, male, collaboration"
dataset/Ceeza Milli - Medicine.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/05-Cheque-Sorry-I-Missed-Your-Call-(JustNaija.com).mp3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Show Dem Camp - Happy Weekend.mp3,"happy, upbeat, Afrobeat, male, weekend, party"
"dataset/Boj ft skepta, teezee - Like to party.MP3","upbeat, party, Afrobeats, mixed, collaboration"
dataset/Tata (Radio Edit) Bayanni.mp3,"upbeat, energetic, afrobeats, male, radio edit"
dataset/Joeboy Duffel Bag.mp3,"upbeat,happy, afrobeats, male, catchy"
dataset/Yung6ix - The Man.mp3,"energetic, confident, hip hop, male, Nigeria"
dataset/Lyta-Sabi - Boy.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Burna boy - My money my baby.MP3,"upbeat,dance, Afrobeats, male, Nigerian"
dataset/Magixx - All over.MP3,"energetic,happy, pop, female, upbeat"
dataset/Yemi alade - Kprimi.MP3,"energetic,dance, Afrobeat, female, Nigerian"
dataset/Willy-Paul-Popo-Ft-Miss-P.mp3,"upbeat,happy, Afro-pop, male, collaboration"
dataset/Magixx - Weekenjoyment (radio edit).mp3,"energetic, uplifting, happy, electronic, dance, male, radio edit"
dataset/Shody theturnupking ft joeboy and yung willi - Shako.MP3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Victony & P Prime - Apollo.mp3,"upbeat,happy, afrobeat, male, "
dataset/DJ_CAISE_-_LOVE_DONT_CARE_AFRO_HOUSE_REMIX.mp3,"upbeat,happy, afro house, instrumental, "
dataset/Magixx - Forever (radio edit).mp3,"uplifting,energetic, EDM, female, radio edit"
dataset/Magnito - My kinda wife.MP3,"romantic, happy, Afrobeat, male, love song"
dataset/Rick ross - Turnpike.MP3,"energetic, confident, hip hop, male, heavy beats"
dataset/Danny-S-Ege-Dribble.mp3,"energetic, upbeat, afrobeats, male, football, sports"
dataset/Takura - Ngoro yemoto.MP3,"upbeat,happy, afropop, male, Zimbabwean"
dataset/Mihlali-The-Guy-Musa-Keys-TBO-ft-Cnattty-Mama-Se-Khaya.mp3,"upbeat, lively, energetic, amapiano, male, collaboration, featured artist, tribute"
dataset/Terri - Bia dflamz radio .mp3,"upbeat, energetic, Afrobeats, female, Nigerian"
dataset/Ruger x Bnxn - Ilashe.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Zinoleesky ft mayorkun and busiswa - Kilofese (remix).MP3,"energetic,happy, Afrobeats, Male, collaboration,remix"
dataset/Ckay - Dtf.MP3,"upbeat, afrobeats, male, danceable, catchy"
dataset/CDQ FT DBanj & Timaya -Igbalode.mp3,"energetic, celebratory, Afrobeat, male, collaboration"
dataset/Ruger - Bow.MP3,"energetic,upbeat, afrobeat, male, Nigerian"
dataset/Jo Dada ( Radio Edit) Naira Marley.mp3,"energetic, upbeat, Afrobeats, male, Radio Edit, Naira Marley"
dataset/Gunna ft lil uzi vert - Relentless.MP3,"energetic, upbeat, rap, male, collaboration"
dataset/Seyi-Vibez-Gangsta-Remix-ft-Russ-Jibrille.mp3,"upbeat, energetic, Afrobeats, male, remix, collaboration, hip-hop"
dataset/Lojay IYD (Radio Edit) Clean Version.mp3,"upbeat, energetic, Afrobeats, male, clean version"
dataset/Make Sense ( Radio Edit) BNXN Ft Bad Boy Timz.mp3,"energetic, upbeat, Afrobeats, Dance, male, collaboration"
dataset/SUTE IWAR FT KADITA - STAR PLAYER.mp3,"Energetic, Upbeat, Pop, Mixed, Collaboration"
dataset/Seyi Vibez Ft Am Faku LOML.mp3,"romantic, upbeat, Afrobeats, R&B, male, female, collaboration"
dataset/Ycee - Gold.mp3,"upbeat,energetic, Afrobeat, male, Nigeria"
dataset/Chike - If you no love.MP3,"romantic, Afrobeat, male, love"
dataset/Alikiba - Aló.mp3,"upbeat, energetic, bongo flava, male, "
dataset/Sinzu ft zlatan - Zanku zu.MP3,"energetic,dance, afrobeat, male, "
dataset/Dremo-Doyin.mp3,"upbeat,energetic,dance, afrobeats, male, Nigerian,hip hop"
dataset/Koffee - Throne.MP3,"energetic, empowering, reggae, female, Jamaican"
dataset/Lifesize-Teddy-Unbeliever.mp3,"melancholic, mysterious, pop, male, upbeat"
dataset/DJ Neptune - Shawa Shawa (Love & Greatness Remix).mp3,"upbeat, energetic, Afrobeats, male, remix"
dataset/Head girl - Closer.MP3,"upbeat, energetic, pop, female, love, relationship"
dataset/Onerepublic - Rescue me.MP3,"uplifting, energizing, pop, rock, male, "
dataset/Fireboy - Gbas gbos.MP3,"energetic, upbeat, Afrobeats, male, Nigerian"
dataset/Olamide ft fireboy dml - Shibebe.MP3,"upbeat, energizing, Afrobeats, male, collaboration"
dataset/Falz - Bop Daddy ft Mz Banks.mp3,"upbeat,energetic, Afrobeat, male, collaboration,hip-hop"
dataset/Sense lo - Legbegbe (edm remix).MP3,"energetic, danceable, EDM, male, remix"
dataset/Ycee - Balance.MP3,"upbeat,dynamic,energetic, afrobeat,hip hop, male, "
dataset/Poe - Win win.MP3,"mysterious, haunting, alternative, female, singer-songwriter"
dataset/Yemi alade ft spice - Bubble it.MP3,"energetic, upbeat, Afrobeats, female, collaboration"
"dataset/Bruno mars, anderson.paak & silk sonic - Smokin out the window.MP3","soulful, groovy, R&B, funk, male, collaboration, retro"
dataset/Zinoleesky - Odinaka.mp3,"upbeat,happy, Afrobeats, male, "
dataset/Jae5 ft skepta and rema - Dimension.MP3,"energetic, upbeat, Afrobeats, Hip Hop, Male, collaboration"
dataset/Amine - Becky.MP3,"upbeat,happy, hip hop, male, "
dataset/Yemi_Alade_-_Begging.mp3,"upbeat,happy, Afrobeat, female, singles"
dataset/WurlD - Sweet N Fine ft  Sarz.mp3,"happy, upbeat, Afrobeat, male, collaboration"
dataset/Bella Shmurda Ft Tiwa Savage -  Non Stop Vibe.mp3,"upbeat, energetic, afrobeat, male, collaboration"
dataset/MAUIMØON - GROOVE WITH ME.mp3,"upbeat, energetic, pop, female, dance"
dataset/Tiwa Savage - Get It Now.mp3,"sensual, romantic, R&B, female, Nigerian"
dataset/Oladips-WabillaH.mp3,"energetic, upbeat, Afrobeat, male, Nigerian, rap"
dataset/Idahams_Ft_Zach_Zoya_-_Lovina_Remix_.mp3,"romantic, upbeat, Afrobeats, male, remix"
dataset/Phina-Smile.mp3,"happy, energetic, pop, female, upbeat"
dataset/Gunna ft Offset - Prada Dem.mp3,"chill, relaxed, hip hop, male, collaboration"
dataset/Understand (Radio Edit) Omah Lay.mp3,"melancholic, reflective, Afrobeat, male, Radio Edit"
dataset/Davido Ft Fave Kante.mp3,"upbeat, joyful, Afrobeats, male, collaboration"
dataset/Fameye - Only You.mp3,"happy, romantic, Afrobeats, male, Ghanaian"
"dataset/DJ Khyber, Azana & Donald - Wena Ungowami.mp3","uplifting, romantic, afro pop, mixed, collaboration"
dataset/Cdq - Flex.MP3,"energetic, party, hip hop, male, dance"
dataset/Kizz Daniel - Eko.mp3,"upbeat,happy, Afrobeats, male, Nigeria,city life"
dataset/Kilo ( Radio Edit) T.I Blaze Ft Skiibii.mp3,"energetic,hype, hip hop, male, collaboration"
dataset/Stormzy ft ed sheeran and burna boy - Own it.MP3,"energetic,confident, hip hop, male, collaboration"
dataset/BOJ_-_Falz_x_Ycee_x_Fresh_L_Awolowo_Remix dflamz clean .mp3,"energetic, upbeat, Afrobeats, male, collaboration, remix"
dataset/M.i abaga ft oxlade - All my life.MP3,"uplifting, positive, hip hop, male, collaboration, Nigerian artist"
dataset/Jimohsoundz & Loyz - No Way.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Lady zamar - My baby.MP3,"romantic, soothing, soul, R&B, female, love, slow tempo"
dataset/Tyla-On-and-On.mp3,"upbeat,happy, pop, female, catchy"
dataset/Davido Feel.mp3,"happy, upbeat, afrobeats, male, popular"
dataset/Majeeed ft tiwa savage - Gbese.MP3,"energetic, dance, Afrobeats, mixed, collaboration"
dataset/Bnxn Ft 2Baba - Regret.mp3,"upbeat, emotional, Afrobeat, male, collaboration"
dataset/Sound of a War.mp3,"epic, intense, dramatic, orchestral, cinematic, male, war, battle, action"
dataset/TI-BLAZE-Take-Off-Ft-Blaqbonez.mp3,"energetic, upbeat, hip hop, male, collaboration"
"dataset/Lil Durk Ft Burna Boy, J Cole - All My Life .mp3","energetic, upbeat, hip-hop, afrobeat, male, collaboration"
dataset/Yemi Alade - Yaba Left.mp3,"energetic,happy, afrobeat, female, Nigeria"
dataset/Teni-Popo.mp3,"upbeat,happy, Afrobeats, female, catchy"
dataset/L.a.x - Waist drop.MP3,"energetic,happy, Afrobeats, male, "
dataset/Yemi Alade - Give Dem.mp3,"energetic, lively, Afrobeat, female, "
dataset/Teni and dj neptune - Morning.MP3,"upbeat,happy, Afropop, female, collaboration"
dataset/Dookie - We Go Dey Alright (Las Las).mp3,"uplifting, optimistic, Afrobeat, male, Nigerian"
dataset/Korede bello - Work it.MP3,"upbeat, afropop, male, celebration"
dataset/Chvrches - Miracle.MP3,"upbeat,hopeful, synthpop,electropop, mixed, energetic"
dataset/Rexxie - KPK (Remix) Ft Mohbad & Sho Madjozi.mp3,"energetic,hype, afrobeats, male, remix, collaboration"
dataset/Joeboy - Focus.MP3,"upbeat, romantic, Afrobeats, male, Nigerian"
dataset/OLIVE THEBOY - 360.mp3,"upbeat, energetic, hip hop, male, catchy"
dataset/ODUMODUBLVCK ft Blaqbonez - TECHNICIAN.mp3,"energetic, hype, hip hop, male, collaboration"
dataset/Idahams Ft Teni - No One Else (Remix).mp3,"uplifting, romantic, Afrobeats, male, female, collaboration, remix"
dataset/Omah lay - Free my mind.MP3,"chill,relaxing, Afrobeat, male, upcoming artist"
dataset/Teni - Moslado.mp3,"energetic,happy, Afrobeat, female, Nigerian"
dataset/Johnny Drille & Simi - Halleluya.mp3,"romantic,soulful, soul, mixed, collaboration"
dataset/Rema - Banyabo.mp3,"upbeat,happy, afrobeat, male, Nigerian"
dataset/Myron - Asanwa (mp3).mp3,"upbeat,happy,energetic, Afrobeat, male, Nigerian"
dataset/Joeboy - Sip (alcohol).MP3,"upbeat, energetic, Afrobeats, male, party, dance"
dataset/DJ STOKIE AND EEMOH - MASITHOKOZE.mp3,"upbeat, energetic, Amapiano, male, collaboration, dance"
dataset/Pharrell williams ft jay z - Entrepreneur.MP3,"upbeat,empowering, hip hop, male, collaboration"
dataset/Ruger-Tour.mp3,"energetic, lively, afrobeat, male, Nigeria"
dataset/Kcee Ft Skiibii - Dum Dum.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Holly-Rey-Ngiyazifela.mp3,"upbeat,happy, afro-house, female, South African"
dataset/09 Addicted - Clean.mp3,"energetic, upbeat, pop, female, catchy"
dataset/08 Want You Back (1).mp3,"energetic, uplifting, pop, female, catchy"
dataset/Olamide - We outside.MP3,"upbeat, energetic, Afrobeat, male, Nigerian"
dataset/Teni - Hustle.MP3,"upbeat, motivational, Afrobeats, female, empowering"
dataset/Dj spinall ft dotman - Omoge.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Mobi-Dixon-TEKA-(JustNaija.com).mp3,"energetic, upbeat, house, male, TEKA, Mobi Dixon, JustNaija.com"
"dataset/Sound sultan ft wizkid , 2baba - Geshomo.MP3","upbeat, energetic, Afrobeat, male, collaboration"
dataset/M.I _ Crowd Mentality.mp3,"energetic, powerful, hip hop, male, Nigeria"
dataset/Lowsheen-Bazali-ft-Eemoh-Mzala-Wesive.mp3,"energetic, upbeat, afrobeat, male, collaboration"
dataset/DJ-GABZY-Decisions-Ft-Officixl-Rsa-Busta-929.mp3,"energetic,upbeat, afrobeat, male, collaboration, South African"
dataset/P-SQUARE - IGBEDU.mp3,"energetic, lively, Afropop, male, "
dataset/Wizkid ft damian marley - Blessed.MP3,"upbeat, spiritual, Afrobeats, Reggae, male, collaboration"
dataset/SHATTA-WALE-ONLY-GOD-(JustNaija.com).mp3,"upbeat, energetic, Afrobeats, male, dancehall, West African"
dataset/Justin bieber ft daniel caeser and giveon - Peaches.MP3,"chill, upbeat, pop, R&B, male, collaboration"
dataset/Lil kesh ft mayorkun - Nkan be.MP3,"happy, energetic, Afrobeats, male, collaboration"
dataset/Oladips-Ori.mp3,"upbeat, motivational, hip hop, male, Nigerian"
"dataset/Kodak black ft travis scott , offset - Zeze.MP3","upbeat, hip-hop, male, collaboration"
dataset/Seyi Shay “Yaweh” ft. Banji Mak.mp3,"soulful, uplifting, Afrobeats, female, collaboration"
dataset/Caltonic_SA_Team_Mosha_-_One_Side.mp3,"energetic,dance, Amapiano, male, collaboration"
dataset/Stonebwoy ft v mensah - Blessings.MP3,"joyful, uplifting, Afrobeat, Dancehall, Male, collaboration"
dataset/Juls ft king promise and mugeez (r2bees) - Your number.MP3,"upbeat, romantic, Afrobeat, mixed, collaboration"
dataset/Koffee ft gunna - W.MP3,"upbeat,happy, reggae, female, collaboration"
dataset/Ejoya & fxrtune ft. azanti - Loader.MP3,"energetic, upbeat, Afrobeat, mixed, collaboration"
dataset/Seyi shay x anatii x dj tira x slim case - D vibe.MP3,"energetic, dance, Afrobeats, female, collaboration"
dataset/Masterkraft_-_Trips.mp3,"energetic, upbeat, afrobeat, male, dance, party"
dataset/Burna boy ft. polo g - Want it all.MP3,"energetic, motivational, Afrobeats, Hip-Hop, male, collaboration"
dataset/Headie one - Martins sofa.MP3,"energetic, rap, male, UK"
dataset/Laycon - Bam bam.MP3,"energetic,happy, hip hop, male, Nigerian artist"
dataset/Rush (Radio Edit) Ayra Starr.mp3,"upbeat,happy, Afrobeats, female, radio edit"
