audio,caption
dataset/Yung bleu ft ne-yo - Walk through the fire.MP3,"upbeat, soulful, R&B, mixed, collaboration"
dataset/King monada ft leon lee - One day.MP3,"upbeat,happy, Afro House, male, collaboration"
dataset/Tiwa savage ft sam smith - Temptation.MP3,"sensual, seductive, Afrobeat, R&B, female, collaboration"
dataset/Rita ora - Velvet rope.MP3,"sensual, mysterious, pop, female, Rita Ora"
dataset/Blackpink - Shut down.MP3,"energetic, powerful, k-pop, female, upbeat"
dataset/Kanye west ft travis scott - Wash us in the blood.MP3,"energetic, powerful, hip-hop, male, collaboration"
dataset/Crayon - In sync.MP3,"upbeat, energetic, pop, male, catchy"
dataset/MDU aka TRP - 16 Inch (muzmo.pro).mp3,"energetic,hypnotic, Amapiano, male, South African, dance"
dataset/OLAMIDE- WONNA (clean).mp3,"energetic, upbeat, Afrobeats, male, Nigerian music, danceable"
dataset/Teni - Shake Am.mp3,"upbeat,happy, afrobeat, female, danceable,fun"
dataset/Ric Hassani - Amina.mp3,"romantic,soulful, Afrobeat, male, love song, Nigerian"
dataset/2Baba-Bebe-ft-Larry-Gaaga-Mi-Casa-(JustNaija.com).mp3,"upbeat,happy, Afrobeat, male, collaboration,party"
dataset/Shekhinah - Suited.mp3,"romantic, feel-good, R&B, female, soulful"
dataset/Qing madi ft bnxn - Ole.MP3,"energetic, upbeat, pop, hip-hop, male, collaboration"
dataset/Omah-Lay-joanna.mp3,"upbeat, romantic, Afrobeats, male, Nigerian"
dataset/Lil nas x - Dont want it.MP3,"energetic,hype, hip hop, male, Lil Nas X"
dataset/L with Vs Louis Vuitton (Radio Edit) Erigga.mp3,"energetic, upbeat, hip hop, male, Louis Vuitton"
dataset/Burna Boy  Rollercoaster feat J Balvin.mp3,"upbeat, energetic, Afrobeat, Reggaeton, male, collaboration"
dataset/Dremo - Be witchu.MP3,"chill, upbeat, hip hop, male, catchy"
dataset/Yxng bane ft d block europe - Cut me off.MP3,"energetic, upbeat, rap, hip hop, male, collaboration"
dataset/The weekend - In your eyes.MP3,"romantic, upbeat, pop, R&B, male, love song, catchy"
dataset/No stress ~ Tony frank ft Timaya.mp3,"energetic, uplifting, afrobeat, male, collaboration"
dataset/9umba & Sbu YDN - Duze (feat. ilovelethu & Jadenfunky).mp3,"upbeat, energetic, amapiano, male, collaboration, featuring artists"
dataset/D'banj ft tiwa savage - Shake it.MP3,"energetic, catchy, afrobeat, male, female, collaboration"
dataset/Sisi Omotara - Queen of the vibe.mp3,"energetic,happy, Afrobeats, female, upbeat"
dataset/Attitude - Nkechi.MP3,"energetic, confident, sassy, pop, female, upbeat, empowering"
dataset/King perryy x psycho yp - Yktfv (you know the fvck.MP3,"energetic, hype, hip-hop, afrobeats, male, collaboration, explicit lyrics"
dataset/DJ Tunez & D3AN - lullaby ft Onosz.mp3,"upbeat, soothing, melodic, Afrobeats, EDM, mixed, collaboration"
dataset/Ric hassani ft sigag lauren - Wish you were here.MP3,"romantic, emotional, Afrobeat, R&B, male, collaboration, soulful"
dataset/Niniola ft sarz - Designer.MP3,"energetic, upbeat, afrobeats, female, collaboration, popular"
dataset/T.i blaze ft lojay - Daddy yo.MP3,"energetic, upbeat, afrobeat, male, collaboration"
dataset/G.D.S x Camidoh - Adoley.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Show Dem Camp - Apollo ft Tay Iwar.mp3,"laid-back, groovy, hip hop, afrobeats, male, collaboration"
dataset/Bebe Rexha - Heart Wants What It Wants.mp3,"heartbreak,sadness, pop, female, Bebe Rexha"
dataset/Rudie Boss - Qoutes.mp3,"upbeat,happy, reggae, male, chill"
dataset/Bloody Civilian - Head-Start.mp3,"energetic, intense, rock, male, upbeat"
dataset/Brysco - Code.mp3,"upbeat, energetic, hip hop, male, coding, software development"
dataset/Laime Ft Odumodublvck Where Dem Dey.mp3,"upbeat,happy, afrobeats, female, collaboration"
dataset/Davido - Blow My Mind Ft  Chris Brown (Mixmaster Remix).mp3,"energetic, upbeat, lively, Afrobeat, Remix, Male, collaboration, popular"
dataset/Mr Eazi & Major Lazer - Oh My Gawd (feat  Nicki Minaj & K4mo).mp3,"upbeat, energetic, afrobeat, mixed, collaboration"
dataset/Major Aj Ft. Psyco YP & Minz - SKT.mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Simi - Love Don't Care (House Mix) ft DJ Caise.mp3,"uplifting, romantic, house, female, remix, collaboration"
dataset/Yukelle-Touch.mp3,"upbeat,happy,energetic, pop, female, dance"
dataset/Curtis j ft tomie boy - Check your balance.MP3,"upbeat, energetic, hip-hop, rap, male, collaboration"
dataset/Patoranking ft busiswa - Open fire.MP3,"energetic, upbeat, Afrobeat, Dancehall, male, female, collaboration"
dataset/Veen ft psychoyp - Race.MP3,"energetic, upbeat, hip hop, male, "
dataset/Kizz Daniel - Madu.mp3,"sensual, romantic, Afrobeat, male, pop"
dataset/Balloranking-BRAND-NEW.mp3,"upbeat, energetic, Afrobeats, male, brand new"
dataset/Ruger-Ilashe-ft-Bnxn-.mp3,"energetic, funky, Afrobeat, male, collaboration, upbeat"
dataset/PLANTATION BOIZ - OCEAN OF PASSION.mp3,"passionate, romantic, R&B, Soul, male, group"
dataset/ELIJAE_ALLOVER  .mp3,"upbeat, energetic, R&B, male, soulful"
dataset/Sarkodie Ft Cina Soul Over Me.mp3,"upbeat,happy, hip-hop, male, collaboration"
dataset/Mz Kiss - Oluwa Wetin Dey.mp3,"upbeat, energetic, inspirational, afrobeats, female, Nigerian, hip hop"
dataset/MARTHA  AFRICAN LADY - JAYPINK.mp3,"upbeat, energetic, Afrobeat, female, "
"dataset/Aka, youngstacpt - Main ou's.MP3","energetic, assertive, hip-hop, male, South African"
dataset/Mr Eazi - Property.mp3,"upbeat, happy, Afrobeat, male, danceable, summer vibe"
dataset/Busiswa -Makazi-ft.-Mr-JazziQ.mp3,"energetic, upbeat, Amapiano, female, dance"
dataset/Tems - Hold On.mp3,"emotional, uplifting, Afrobeat, female, Nigerian, R&B"
dataset/They ft wiz khalifa - What i know.MP3,"energetic, confident, hip hop, mixed, collaboration"
dataset/Dj tunez ft projexx and brume - G love.MP3,"upbeat, energetic, afrobeat, mixed, "
dataset/Sisi Omotara - Lagos Nights.mp3,"energetic, lively, Afrobeat, female, Nigerian"
"dataset/Ariana grande - Break up with your girlfriend, i'm bored.MP3","edgy, confident, pop, R&B, female, breakup, relationship"
dataset/Doja cat ft gucci mane - Like that.MP3,"upbeat, energetic, pop, rap, female, collaboration, trending"
"dataset/Ariana grande - Thank u, next.MP3","upbeat,empowering, pop, female, breakup,empowerment"
dataset/H.e.r - Damage.MP3,"soulful, introspective, R&B, female, contemporary"
dataset/Seyi Vibez - Today.mp3,"happy, uplifting, afrobeats, male, Nigerian"
dataset/Simi ft patoranking - Jericho.MP3,"uplifting, romantic, Afrobeat, female, collaboration"
dataset/Burna_Boy - Ye.mp3,"upbeat, Afrobeats, male, Nigerian"
dataset/Rema - Boulevard.MP3,"upbeat, energetic, Afrobeats, male, Nigerian"
dataset/Dj tunez ft portable - Banga.MP3,"energetic, lively, Afrobeats, male, collaboration"
dataset/Busy Signal - Know You Good (Peppa Mint Riddim) (Intro - Clean).mp3,"upbeat,happy, reggae, male, dancehall"
dataset/Ike chuks ft phyno - Superstar.MP3,"energetic,happy, Afrobeats, Male, collaboration"
dataset/Senth - Senthololo.MP3,"energetic,happy, pop, male, upbeat"
dataset/Teni-Yaya-Toure.mp3,"upbeat, energetic, Afrobeats, female, Nigerian, danceable"
dataset/Cdq ft mr eazi - Soft.MP3,"soft, afrobeat, male, collaboration"
dataset/Mayorkun - Tire.MP3,"upbeat, energetic, afropop, male, "
dataset/Nsg - Colonization.MP3,"energetic,hype, hip-hop, male, UK"
dataset/Sage chemutai - What i am.MP3,"uplifting, inspirational, pop, female, singer-songwriter"
dataset/Amerado-Kwaku-Ananse.mp3,"energetic,uplifting, hip hop, male, "
dataset/Skiibii  Tory Lanez - Baddest Boy (US Remix).mp3,"energetic,hype, afrobeats, male, remix,US"
dataset/Kemuel  Champagne Girl.mp3,"upbeat, joyful, festive, gospel, mixed, worship"
dataset/Dapo tuburna - Lituation.MP3,"energetic, upbeat, afrobeat, male, party, dance"
dataset/Drake - Nice for what.MP3,"empowering, upbeat, hip hop, male, popular, energetic"
dataset/Ice-Beats-Slide-Sbuda-Maleather-ft-Shakes-Les-TxC-Pta-Like-Gta.mp3,"energetic, upbeat, hip hop, rap, male, collaboration, featured artists"
dataset/Boj-Rora-Feat-Ajebutter22.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Timaya - To you.MP3,"upbeat,happy, afrobeat, male, danceable"
dataset/Zamir - Ordre du jour.MP3,"energetic,upbeat,happy, afrobeat, male, Nigerian"
dataset/Mr P - Karma.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Justin Mylo “Rescue Me” ft. Karen Harding.mp3,"energetic, upbeat, electronic, mixed, collaboration, dance"
dataset/LADIPOE-Hallelujah-Ft-Rozzz-Morrelo.mp3,"upbeat, hip-hop, male, collaboration"
dataset/Teni - Fake Jersey.mp3,"upbeat, energetic, Afrobeats, female, Nigerian"
dataset/Dj neptune ft ruger - Bienvenue.MP3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Sigrid - High five.MP3,"uplifting, energetic, pop, female, catchy"
dataset/Genique green - Rude.MP3,"upbeat,happy, pop, female, catchy"
dataset/Reekado ft attifaya - You dey mad.MP3,"energetic, confident, Afrobeats, male, "
dataset/Berri Tiga God  Radio Edit Clean Version.mp3,"energetic, upbeat, electronic, female, radio edit, clean version"
dataset/Yemi alade - Control.MP3,"energetic, empowering, Afrobeats, female, Nigerian"
dataset/God_Body_V2_(Radio Edit) Laycon Ft A_Q.mp3,"energetic, uplifting, hip hop, male, collaboration"
dataset/Kida Kudz - Animalistic.mp3,"energetic, confident, Afrobeats, male, upbeat"
dataset/Lady zamar - Sharp shooter.MP3,"upbeat, energetic, house, female, South African"
dataset/6.Faya by Mobelieve.mp3,"energetic, upbeat, Afrobeats, male, dance"
dataset/Timz - Folashade.MP3,"romantic,soulful, Afrobeat, male, Nigerian"
dataset/Victony-Pier-46-Ft-KTIZO.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Mellow ft-Sleazy-Chley-Sjavasdadeejay-Lastborn-Diroba -Shaka-Zulu.mp3,"mellow, hip hop, mixed, collaboration"
dataset/Dj xclusive ft duncan mighty - Gimme love.MP3,"romantic, joyful, Afrobeats, male, collaboration, love song"
dataset/Masego ft shenseea - Silver tougue devil.MP3,"energetic, catchy, R&B, pop, mixed, collaboration, upbeat"
dataset/Uptown Disco - Olamide Ft Fireboy DML & Asake.mp3,"energetic, upbeat, groovy, afrobeat, dance, male, collaboration, Nigerian artists"
"dataset/Lil baby, lil durk and travis scott - Hats off.MP3","energetic, rhythmic, rap, hip hop, male, collaboration"
dataset/Kida kudz ft wiley - Bounce.MP3,"energetic, upbeat, rap, hip hop, male, collaboration"
dataset/Koffee ft jane macgizmo - Blazin.MP3,"upbeat, energetic, reggae, female, collaboration, dancehall"
dataset/King promise - Sisa.MP3,"upbeat, romantic, Afrobeats, male, Ghanaian"
dataset/Mut4y x Ehli - Feelin U.mp3,"upbeat,happy, Afrobeat, male, "
dataset/MoDollaz ft  Roxstar - Deeper.mp3,"energetic, upbeat, hip hop, mixed, collaboration"
dataset/Zlatan Ft Young Jonn Astalavista.mp3,"energetic, lively, Afrobeats, male, collaboration, upbeat"
dataset/Bnxn-Pidgin-English.mp3,"energetic, upbeat, hip hop, male, pidgin, English"
dataset/Skales - Shaking my head.MP3,"energetic, upbeat, Afrobeats, male, dance, party"
dataset/NYELU - MAKE SENSE .mp3,"upbeat, energetic, afrobeat, male, danceable"
dataset/Bebe rexha ft quavo - Souls on fire.MP3,"upbeat, energetic, pop, female, collaboration"
dataset/Efya & Tiwa Savage - The One.mp3,"happy, uplifting, Afrobeats, female, collaboration, feel-good"
dataset/Enjoyment kendickson.mp3,"happy, upbeat, Afrobeat, pop, male, catchy"
dataset/M.anifest ft. worlasi - 100%.MP3,"upbeat, energetic, hip-hop, male, collaboration"
dataset/Kabusa-Oriental-Choir-Lonely-at-the-Top-.mp3,"lonely, oriental, choir, "
dataset/Yung l - Aye.MP3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Dotman - Pepesu ft DJ Tunes.mp3,"upbeat, energetic, afrobeat, male, collaboration"
"dataset/Dj sumbody ft cassper nyovest, thebe and veties - Monate mpolaye.MP3","upbeat, energetic, afrobeat, mixed, collaboration"
dataset/Vybz Kartel - Fever - Major Lazer Remix (Intro - Clean).mp3,"upbeat, energetic, vibey, dancehall, electronic, male, remix, clean version"
dataset/bedouin - Whistleman.mp3,"upbeat, energetic, electronic, male, instrumental"
dataset/Fireboy ft ed sheeran - Peru remix.MP3,"energetic, lively, Afrobeat, Pop, male, remix, collaboration"
dataset/Funbi - Turn Me Around Ft  LadiPoe.mp3,"upbeat,happy, Afrobeat, female, collaboration"
dataset/Bella Shmurda Ft Pheelz -  Bankruptcy.mp3,"upbeat,dance, Afrobeats, male, collaboration"
dataset/Kayode - Live forever.MP3,"uplifting, energetic, pop, male, solo artist"
dataset/Naira marley and young john - Mafo.MP3,"upbeat, energetic, afrobeats, male, collaboration"
dataset/JAE5 FT BNXN - LOVE MADE ME DO IT.mp3,"Romantic, Passionate, R&B, Afrobeat, Male, Collaboration"
dataset/Slick-Widit-Dali-Nguwe-Radio-Version-Ft-Themba-Mbokazi-Cloud9ne-(JustNaija.com).mp3,"upbeat, happy, Afrobeat, Male, Radio Version"
dataset/Masego - Two sides.MP3,"laid-back, smooth, R&B, male, soulful"
"dataset/Megan the stallion ft nicki minaj, ty dolla sign - Hot girl summer.MP3","energetic, empowering, hip hop, rap, female, collaboration, summer vibes"
dataset/Ycee - Juice feat  Maleek Berry.mp3,"upbeat, energetic, Afrobeat, male, collaboration, popular"
"dataset/Spyro ft diamond platnumz, teni & iyanya - For you.MP3","upbeat,happy, afrobeat, mixed, collaboration"
dataset/Blaqbonez-NAIJA-SHAWTY-Ft-Victony.mp3,"energetic,happy, Afrobeats, male, collaboration"
dataset/Smallgod Ft Lojay Automatic.mp3,"upbeat,happy, afrobeats, male, collaboration"
dataset/Carterefe-Babypiano.mp3,"cheerful, playful, pop, instrumental, upbeat"
dataset/CKay ft. Blaqbonez - HALLELUJAH.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Makhadzi-Entertainment-Malala-Phoo-ft-Fortunator.mp3,"upbeat, energetic, afro house, female, collaboration"
dataset/LAYCON - SHINE.mp3,"uplifting, inspiring, Afrobeat, male, Nigerian"
dataset/Burna boy ft jeremih and serani - Secret.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Mclion Ft Boy Muller - Idan Nation.mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Blxckie - Back Into It.mp3,"energetic, upbeat, hip hop, male, South African"
dataset/Olamide ft wizkid - Kana.MP3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Floda Grae - Iyona le [prod Culture x AJP] MM v2.mp3,"upbeat, energetic, pop, female, South African, production by Culture x AJP"
dataset/Ice prince & ckay - Shakara.MP3,"energetic, upbeat, catchy, Afrobeat, male, collaboration"
dataset/Adekunle-Gold-Rodo-.mp3,"energetic, happy, Afrobeat, male, "
dataset/Mr Real - Legbegbe ft Idowest  Obadice  Kelvin Chuks.mp3,"energetic,dance, afrobeat, male, collaboration"
dataset/DJ-Akuaa-Ayefro-Dondoo-Ft-Kuami-Eugene.mp3,"upbeat,happy, Afrobeat, female, collaboration"
dataset/TEKNO - WAYO.mp3,"upbeat, energetic, Afrobeat, male, Nigerian"
dataset/Omah lay - Damn.MP3,"chill, vibe, Afrobeat, male, Nigerian"
dataset/Danger - KiDi.mp3,"upbeat, catchy, energetic, Afrobeats, male, popular"
dataset/Yxng bane - Maximum.MP3,"energetic, upbeat, rap, male, popular"
dataset/Dr malinga ft beat movement - Giya giya.MP3,"energetic, lively, dance, male, collaboration"
dataset/Timi Dakolo - Everything (Amen).mp3,"hopeful, uplifting, gospel, soul, male, spiritual"
dataset/Aq & loose kanyon - By your side.MP3,"uplifting, energetic, pop, mixed, "
dataset/4...OLOTU ft dremo .mp3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/King perryy ft 1da banton - Denge.MP3,"energetic, lively, Afrobeat, male, collaboration"
dataset/Sabrina carpenter - Bad time.MP3,"upbeat, energetic, pop, female, "
dataset/Jorja smith ft preditah - On my mind.MP3,"soulful, upbeat, R&B, electronic, female, collaboration"
dataset/RUNDA NO ONE.mp3,"energetic, uplifting, pop, dance, female, upbeat"
dataset/Korede Bello -Yoga.mp3,"happy, upbeat, Afropop, male, Nigerian"
dataset/Ycee - Balance.mp3,"energetic, confident, hip hop, male, rap"
dataset/Wizkid - Anoti.MP3,"energetic, upbeat, Afrobeats, male, "
dataset/Mayorkun - Oshe boys.MP3,"energetic, upbeat, Afrobeats, male, Nigerian"
dataset/Area21 - Happy.MP3,"happy, electronic, mixed, collaboration"
dataset/Drake - In my feelings.MP3,"upbeat, romantic, hip hop, R&B, male, viral, summer hit"
dataset/Peruzzi - D side.MP3,"upbeat, energetic, Afrobeat, male, Nigerian"
dataset/Julia michaels ft trippie redd - Jump.MP3,"energetic, upbeat, pop, female, collaboration"
dataset/Guchi - Relate.mp3,"uplifting, energetic, Afrobeats, female, popular"
dataset/Omah Lay -  soso.mp3,"uplifting, energetic, afrobeats, male, Nigerian"
dataset/BKAY! - The Boy Mix2.mp3,"energetic, upbeat, pop, male, remix, dance"
dataset/Mafikizolo ft uhuru - Khona.MP3,"energetic, happy, afrobeats, mixed, "
dataset/CHRIS BROWN - Angel Numbers (Amapiano Remix).mp3,"upbeat, energetic, Amapiano, male, remix"
dataset/Jimohsoundz - Police ft Loyz.mp3,"energetic, powerful, Afrobeat, Hip-hop, male, collaboration"
"dataset/Tion wayne, dutchavelli and stormzy - I dunno.MP3","energetic, confident, rap, male, collaboration"
dataset/Mr 2kay and daed - Location.MP3,"energetic, upbeat, afrobeats, male, collaboration"
dataset/Toby-Grey ft-Kemuel-Mamba-Sounds - Peace-of-Mind-Remix.mp3,"peaceful, uplifting, Afrobeat, female, "
dataset/Tiwa Savage - Attention.mp3,"upbeat, energetic, Afrobeats, female, Nigerian"
dataset/Kizz Daniel - Jaho.mp3,"upbeat,happy, afropop, male, Nigerian"
"dataset/Eldee ft olu maintain, oladele and banky w - Big boy.MP3","upbeat, energetic, Afrobeat, Hip hop, male, collaboration, Nigerian music"
dataset/H.e.r - The journey.MP3,"soulful, thoughtful, r&b, female, "
dataset/Little simz ft. obongjayar - Point and kill.MP3,"energetic, confident, hip hop, female, collaboration, upbeat"
dataset/Yemi Alade - Enjoyment.mp3,"upbeat,happy, Afrobeat, female, party"
dataset/Zilla Oaks & Makama - Mutumina x Alobam.mp3,"energetic, upbeat, Afrobeat, Hip hop, male, collaboration"
dataset/Bas and j. cole ft. lil tjay - The jackie.MP3,"chill, relaxed, hip hop, male, collaboration"
dataset/Barnaba-Rockabye.mp3,"upbeat, energetic, bongo flava, male, trending"
dataset/Wande-Coal-Jabo-ft-Fireboy-DML.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Laycon-LOL.mp3,"upbeat,happy, afrobeat, male, Nigerian"
dataset/T-Dollar-LIFE-(JustNaija.com).mp3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Ruger - Red Flag.mp3,"energetic, confident, afrobeats, male, Nigerian"
dataset/Wande Coal - Rotate.mp3,"energetic, upbeat, Afrobeat, male, "
dataset/APALA DISCO (Remix) dj tunez ft terry apala - Musiliu Haruna Ishola.mp3,"upbeat, energetic, afrobeats, mixed, remix, collaboration"
dataset/Burna boy ft kehlani and blxst - Solid.MP3,"energetic, groovy, Afrobeat, R&B, male, female, collaboration"
dataset/Lade Ft Gospelondebeatz Ti Se.mp3,"upbeat, lively, Afrobeat, male, collaboration, Nigerian"
dataset/Blaqbonez Ft Blxckie  SuperboyCheque  Fake Nikes Radio Edit Clean Version.mp3,"energetic, hype, hip hop, male, collaboration, clean version"
dataset/Ajebo Hustlers Ft Odumodublvck - Celine Dion.mp3,"upbeat, energetic, Afrobeats, mixed, collaboration"
dataset/Ikechuks ft boj - Money.MP3,"upbeat, energetic, afrobeat, hip hop, male, collaboration"
dataset/Boy Spyce - Destiny .mp3,"upbeat,happy, pop, male, "
dataset/Dj-Boonu-Dokotela-Ft-Rude-Boyz-Babes-Wodumo-Big-NUZ-Madanon.mp3,"energetic, lively, gqom, mixed, collaboration"
